an elephant outside an cat killed John outside an elephant by I in an dog by an dog with an dog in a park,['0'],['0'],[False],1,0,16:36:15.390496
an elephant outside an cat killed John outside an elephant by I in an dog by an dog with an dog in a cat,['0'],['0'],[False],2,0,16:36:15.392963
an elephant outside an cat killed John outside an elephant by John in an dog by an dog with an dog in a cat,['0'],['0'],[False],3,0,16:36:15.395349
an elephant outside an cat killed John outside an elephant by John in an dog by an dog with my dog in a cat,['0'],['0'],[False],4,0,16:36:15.398428
a elephant outside an cat killed John outside an elephant by John in an dog by an dog with my dog in a cat,['0'],['0'],[False],5,0,16:36:15.401699
a pajamas outside an cat killed John outside an elephant by John in an dog by an dog with my dog in a cat,['0'],['0'],[False],6,0,16:36:15.404207
a cat outside an cat killed John outside an elephant by John in an dog by an dog with my dog in a cat,['0'],['0'],[False],7,0,16:36:15.406717
a cat outside an cat killed John outside an elephant by John in an dog by an dog with an dog in a cat,['0'],['0'],[False],8,0,16:36:15.409276
a cat outside an cat killed John outside an elephant by John in an dog by my dog with an dog in a cat,['0'],['0'],[False],9,0,16:36:15.411679
an cat outside an cat killed John outside an elephant by John in an dog by my dog with an dog in a cat,['0'],['0'],[False],10,0,16:36:15.414047
an cat outside an cat killed John outside an elephant by John in an dog by my dog with an cat in a cat,['0'],['0'],[False],11,0,16:36:15.416435
an cat outside an cat killed John outside an elephant by John in an dog by my dog with the cat in a cat,['1'],['0'],[ True],12,1,16:36:15.418829
an cat outside an cat killed John outside an elephant by I in an dog by my dog with the cat in a cat,['0'],['0'],[False],13,1,16:36:15.421340
an cat outside an cat killed John outside an elephant by I in an dog by my dog with the cat in a cat,['0'],['0'],[False],13,1,16:36:15.423845
an cat outside an cat killed John outside an elephant by John in an dog by my dog with the dog in a cat,['1'],['0'],[ True],14,2,16:36:15.426205
an cat outside an cat killed John outside an elephant by John in an dog by my dog with the dog in an cat,['1'],['0'],[ True],15,3,16:36:15.428576
an cat outside an cat shot John outside an elephant by John in an dog by my dog with the dog in an cat,['1'],['0'],[ True],16,4,16:36:15.430926
an cat outside an cat shot I outside an elephant by John in an dog by my dog with the dog in an cat,['0'],['0'],[False],17,4,16:36:15.433528
an cat outside an cat shot John outside an elephant by John in an cat by my dog with the dog in an cat,['1'],['0'],[ True],18,5,16:36:15.435935
an cat outside an cat shot John outside an elephant by Mary in an cat by my dog with the dog in an cat,['1'],['0'],[ True],19,6,16:36:15.438333
an cat outside an cat shot John outside an elephant by John in an cat by my dog with the dog in an cat,['1'],['0'],[ True],19,6,16:36:15.440722
an cat outside an cat ate John outside an elephant by John in an cat by my dog with the dog in an cat,['1'],['1'],[False],20,6,16:36:15.443195
an cat outside my cat shot John outside an elephant by John in an cat by my dog with the dog in an cat,['1'],['0'],[ True],21,7,16:36:15.445576
an cat outside my cat shot John outside an elephant by John on an cat by my dog with the dog in an cat,['1'],['0'],[ True],22,8,16:36:15.448139
