my pajamas ate an pajamas with John,"['NEUTRAL', 0.47125539]","['POSITIVE', 0.768543]",True,1,1,16:29:56.158880
I saw an elephant in Mary with John,"['NEUTRAL', 0.48316755]","['POSITIVE', 0.722901]",True,2,2,16:29:58.616048
my elephant saw Bob in John with Bob,"['NEUTRAL', 0.57774597]","['POSITIVE', 0.811043]",True,3,3,16:30:01.073617
my telescope walked Mary outside my dog on my elephant,"['NEUTRAL', 0.47911472]","['NEGATIVE', 0.522247]",True,4,4,16:30:03.634568
Mary ate John by my monkey,"['NEUTRAL', 0.37460022]","['POSITIVE', 0.525278]",True,5,5,16:30:06.193157
I walked John,"['NEUTRAL', 0.63629891]","['NEGATIVE', 0.718295]",True,6,6,16:30:08.958984
I killed an park with I in an pajamas by an monkey,"['NEGATIVE', 0.65711086]","['NEGATIVE', 0.63699]",False,7,6,16:30:11.760217
I ate the monkey on Mary by Bob,"['NEUTRAL', 0.35775873]","['NEGATIVE', 0.589434]",True,8,7,16:30:14.491397
Mary ate my dog with Mary,"['NEGATIVE', 0.35169926]","['NEGATIVE', 0.695026]",False,9,7,16:30:17.808792
John ate Mary,"['NEUTRAL', 0.42270877]","['NEGATIVE', 0.681785]",True,10,8,16:30:21.042424
the monkey saw my elephant outside John,"['NEUTRAL', 0.54405913]","['POSITIVE', 0.598251]",True,11,9,16:30:23.431303
I wounded I in John,"['NEUTRAL', 0.59400131]","['NEGATIVE', 0.509682]",True,12,10,16:30:25.812729
the dog with my monkey killed my telescope by Bob,"['NEGATIVE', 0.64605163]","['POSITIVE', 0.535851]",True,13,11,16:30:29.805635
John walked I with Bob,"['NEUTRAL', 0.63881957]","['POSITIVE', 0.686237]",True,14,12,16:30:32.311744
my man by my telescope ate my man,"['NEUTRAL', 0.50713594]","['POSITIVE', 0.503614]",True,15,13,16:30:36.432540
Bob shot John outside Bob,"['NEUTRAL', 0.37761429]","['POSITIVE', 0.57096]",True,16,14,16:30:38.871856
Bob wounded John on Mary outside Mary by I,"['NEUTRAL', 0.44376005]","['POSITIVE', 0.730367]",True,17,15,16:30:41.876625
John killed Mary,"['NEGATIVE', 0.56123045]","['NEGATIVE', 0.569502]",False,18,15,16:30:44.364739
I ate Bob,"['NEUTRAL', 0.47413053]","['NEGATIVE', 0.708329]",True,19,16,16:30:47.875963
I wounded Bob,"['NEUTRAL', 0.54276247]","['POSITIVE', 0.534835]",True,20,17,16:30:50.740197
John shot Mary with a elephant,"['POSITIVE', 0.43558914]","['POSITIVE', 0.536825]",False,21,17,16:30:52.983318
Bob wounded I outside Mary,"['NEUTRAL', 0.39030043]","['POSITIVE', 0.579146]",True,22,18,16:30:55.129028
I walked Bob in I on Bob,"['NEUTRAL', 0.58663392]","['POSITIVE', 0.60683]",True,23,19,16:30:58.113658
Bob saw my park in John by Bob,"['NEUTRAL', 0.52191061]","['POSITIVE', 0.803408]",True,24,20,16:31:00.677572
John saw I with Bob,"['NEUTRAL', 0.58167863]","['POSITIVE', 0.734651]",True,25,21,16:31:03.141450
the dog outside I ate I by an cat outside I,"['NEUTRAL', 0.49062276]","['NEGATIVE', 0.798777]",True,26,22,16:31:05.418594
Bob shot an elephant by Bob in I,"['NEUTRAL', 0.36782295]","['POSITIVE', 0.672304]",True,27,23,16:31:07.944345
the park on I ate the dog by Mary,"['NEUTRAL', 0.3599799]","['NEGATIVE', 0.549847]",True,28,24,16:31:10.404662
Mary saw my man outside I on Mary in Mary,"['NEUTRAL', 0.36828406]","['POSITIVE', 0.68226]",True,29,25,16:31:12.859251
Bob walked Bob on my monkey by I,"['NEUTRAL', 0.53657057]","['POSITIVE', 0.749748]",True,30,26,16:31:15.380770
my dog walked John by Mary,"['NEUTRAL', 0.51025127]","['NEGATIVE', 0.674782]",True,31,27,16:31:17.877732
my pajamas shot John on an fish outside I,"['NEGATIVE', 0.39912559]","['POSITIVE', 0.793199]",True,32,28,16:31:20.340041
an telescope saw I,"['NEUTRAL', 0.54791689]","['POSITIVE', 0.654647]",True,33,29,16:31:22.696511
