an man on my cat shot Mary outside an pajamas outside Bob with my pajamas in my dog with my cat by an telescope,"['POSITIVE', 0.3693886]","[['NEUTRAL', 0.0]]",True,1,1,21:42:46.579285
an man on an cat shot Mary outside an pajamas outside Bob with my pajamas in my dog with my cat by an telescope,"['POSITIVE', 0.3693886]","[['NEUTRAL', 0.0]]",True,2,2,21:42:50.602272
an man on an cat shot Mary outside an pajamas outside Bob with my pajamas in my dog in my cat by an telescope,"['POSITIVE', 0.3693886]","[['NEUTRAL', 0.0]]",True,3,3,21:42:55.589197
an man on an cat shot Mary outside an pajamas outside Bob with my pajamas in my dog in my cat by an cat,"['NEGATIVE', 0.38212746]","[['NEUTRAL', 0.0]]",True,4,4,21:43:00.608502
an man on an cat shot Mary outside a pajamas outside Bob with my pajamas in my dog in my cat by an cat,"['NEGATIVE', 0.38212746]","[['NEUTRAL', 0.0]]",True,5,5,21:43:05.419955
my man on an cat shot Mary outside a pajamas outside Bob with my pajamas in my dog in my cat by an cat,"['NEGATIVE', 0.38212746]","[['NEUTRAL', 0.0]]",True,6,6,21:43:09.415433
my man on an cat wounded Mary outside a pajamas outside Bob with my pajamas in my dog in my cat by an cat,"['NEUTRAL', 0.44371598]","[['NEUTRAL', 0.0]]",True,7,7,21:43:13.509485
my man on an cat wounded I outside a pajamas outside Bob with my pajamas in my dog in my cat by an cat,"['NEUTRAL', 0.53487185]","[['NEUTRAL', 0.10000000149011612]]",True,8,8,21:43:17.512732
my man on an cat wounded I outside a pajamas on Bob with my pajamas in my dog in my cat by an cat,"['NEUTRAL', 0.53487185]","[['NEUTRAL', 0.10000000149011612]]",True,9,9,21:43:20.731707
my man on an cat wounded I outside a pajamas on Bob with my pajamas in my dog on my cat by an cat,"['NEUTRAL', 0.53487185]","[['NEUTRAL', 0.10000000149011612]]",True,10,10,21:43:26.112459
my man on an cat wounded I outside a pajamas on Bob with my pajamas in my park on my cat by an cat,"['NEUTRAL', 0.49285829]","[['NEUTRAL', 0.20000000298023224]]",True,11,11,21:43:30.032162
my man on an cat wounded I outside a pajamas on Bob with my elephant in my park on my cat by an cat,"['NEUTRAL', 0.52126627]","[['NEUTRAL', 0.10000000149011612]]",True,12,12,21:43:35.935252
my man on an cat wounded Bob outside a pajamas on Bob with my elephant in my park on my cat by an cat,"['NEUTRAL', 0.54213241]","[['NEUTRAL', 0.0]]",True,13,13,21:43:39.934602
my man on an cat wounded Bob outside a pajamas on Bob with my elephant in a park on my cat by an cat,"['NEUTRAL', 0.54213241]","[['NEUTRAL', 0.0]]",True,14,14,21:43:43.103010
my man on an cat wounded Bob outside a pajamas on Bob with an elephant in a park on my cat by an cat,"['NEUTRAL', 0.54213241]","[['NEUTRAL', 0.0]]",True,15,15,21:43:48.134721
my man on an cat ate Bob outside a pajamas on Bob with an elephant in a park on my cat by an cat,"['NEUTRAL', 0.47033429]","[['NEUTRAL', 0.0]]",True,16,16,21:43:53.037525
my man on my cat ate Bob outside a pajamas on Bob with an elephant in a park on my cat by an cat,"['NEUTRAL', 0.47033429]","[['NEUTRAL', 0.0]]",True,17,17,21:43:56.831246
my man on my cat ate Bob outside a pajamas on Bob with an elephant in my park on my cat by an cat,"['NEUTRAL', 0.47033429]","[['NEUTRAL', 0.0]]",True,18,18,21:44:01.154238
my man on my cat ate Bob outside a pajamas on Bob with an elephant in my park on the cat by an cat,"['NEUTRAL', 0.47033429]","[['NEUTRAL', 0.0]]",True,19,19,21:44:04.096859
my man on my cat ate Bob outside a pajamas on Bob with an elephant in my park with the cat by an cat,"['NEUTRAL', 0.47033429]","[['NEUTRAL', 0.0]]",True,20,20,21:44:09.034375
my man on my cat ate Bob outside a pajamas on Bob with an elephant by my park with the cat by an cat,"['NEUTRAL', 0.47033429]","[['NEUTRAL', 0.0]]",True,21,21,21:44:13.718877
my man on my cat ate Bob outside a pajamas on Bob with an elephant by the park with the cat by an cat,"['NEUTRAL', 0.47033429]","[['NEUTRAL', 0.0]]",True,22,22,21:44:18.240462
my man on the cat ate Bob outside a pajamas on Bob with an elephant by the park with the cat by an cat,"['NEUTRAL', 0.47033429]","[['NEUTRAL', 0.0]]",True,23,23,21:44:22.242846
