James built Stephen by a ship in a man with James by an cat with an tree with James outside Irene,"[['BUSINESS', 0.05950209], ['TRAVEL', 0.05934842], ['PETS', 0.0561661], ['RELIGION AND SPIRITUALITY', 0.05532239], ['HOBBIES AND INTERESTS', 0.05351108]]","[['CATS', 0.3], ['PETS', 0.09]]",False,1,0,23:01:27.116150
James meant Stephen by a ship in a man with James by an cat with an tree with James outside Irene,"[['PETS', 0.05903737], ['BUSINESS', 0.05761871], ['RELIGION AND SPIRITUALITY', 0.05650586], ['TRAVEL', 0.05538455], ['HOBBIES AND INTERESTS', 0.05304147]]","[['CATS', 0.3], ['PETS', 0.09]]",False,2,0,23:01:30.744166
James meant Stephen by a ship in a man with James by an cat with an tree with James by Irene,"[['PETS', 0.0583756], ['HOBBIES AND INTERESTS', 0.05576368], ['BUSINESS', 0.05533984], ['TRAVEL', 0.05239756], ['RELIGION AND SPIRITUALITY', 0.05179658]]","[['CATS', 0.3], ['PETS', 0.09]]",False,3,0,23:01:34.892863
James meant I by a ship in a man with James by an cat with an tree with James by Irene,"[['HOBBIES AND INTERESTS', 0.06026946], ['PETS', 0.05612453], ['ARTS AND ENTERTAINMENT', 0.05221331], ['RELIGION AND SPIRITUALITY', 0.05205276], ['BUSINESS', 0.05204258]]","[['CATS', 0.31], ['PETS', 0.09]]",False,4,0,23:01:37.801492
James meant I by my ship in a man with James by an cat with an tree with James by Irene,"[['HOBBIES AND INTERESTS', 0.06151913], ['PETS', 0.05817001], ['RELIGION AND SPIRITUALITY', 0.05355127], ['TRAVEL', 0.05289169], ['ARTS AND ENTERTAINMENT', 0.05093346]]","[['CATS', 0.31], ['PETS', 0.09]]",False,5,0,23:01:41.177903
James meant I by my ship in a man with James by an cat with an tree with I by Irene,"[['HOBBIES AND INTERESTS', 0.06149265], ['PETS', 0.05819099], ['RELIGION AND SPIRITUALITY', 0.05324465], ['TRAVEL', 0.05283418], ['ARTS AND ENTERTAINMENT', 0.05118802]]","[['CATS', 0.36], ['PETS', 0.1]]",False,6,0,23:01:44.277722
James meant I by my ship in a ship with James by an cat with an tree with I by Irene,"[['PETS', 0.06114823], ['HOBBIES AND INTERESTS', 0.06047453], ['RELIGION AND SPIRITUALITY', 0.05241612], ['TRAVEL', 0.05137875], ['TECHNOLOGY AND COMPUTING', 0.05086867]]","[['CATS', 0.33], ['PETS', 0.09]]",False,7,0,23:01:47.976405
James meant I by my ship in a ship in James by an cat with an tree with I by Irene,"[['PETS', 0.06114823], ['HOBBIES AND INTERESTS', 0.06047453], ['RELIGION AND SPIRITUALITY', 0.05241612], ['TRAVEL', 0.05137875], ['TECHNOLOGY AND COMPUTING', 0.05086867]]","[['CATS', 0.33], ['PETS', 0.09]]",False,8,0,23:01:50.997497
James meant I by my ship in a ship in James by an cat with an tree with I outside Irene,"[['PETS', 0.06174341], ['RELIGION AND SPIRITUALITY', 0.0578912], ['HOBBIES AND INTERESTS', 0.05754009], ['TRAVEL', 0.0543244], ['BUSINESS', 0.05273622]]","[['CATS', 0.33], ['PETS', 0.09]]",False,9,0,23:01:54.373381
James meant I by my ship in a ship in James by an cat outside an tree with I outside Irene,"[['PETS', 0.06174341], ['RELIGION AND SPIRITUALITY', 0.0578912], ['HOBBIES AND INTERESTS', 0.05754009], ['TRAVEL', 0.0543244], ['BUSINESS', 0.05273622]]","[['CATS', 0.33], ['PETS', 0.09]]",False,10,0,23:01:57.483438
James meant I by my ship in a ship in James by an cat outside an telescope with I outside Irene,"[['PETS', 0.06429718], ['RELIGION AND SPIRITUALITY', 0.05457198], ['HOBBIES AND INTERESTS', 0.0543542], ['SCIENCE', 0.05266143], ['TRAVEL', 0.05239607]]","[['CATS', 0.33], ['CRUISES', 0.12], ['PETS', 0.08], ['TRAVEL', 0.07]]",False,11,0,23:02:00.872346
James meant I by my ship in a ship in James with an cat outside an telescope with I outside Irene,"[['PETS', 0.06429718], ['RELIGION AND SPIRITUALITY', 0.05457198], ['HOBBIES AND INTERESTS', 0.0543542], ['SCIENCE', 0.05266143], ['TRAVEL', 0.05239607]]","[['CATS', 0.33], ['CRUISES', 0.12], ['PETS', 0.08], ['TRAVEL', 0.07]]",False,12,0,23:02:04.025638
James meant I by my ship in a ship in James with an cat outside my telescope with I outside Irene,"[['PETS', 0.06419024], ['RELIGION AND SPIRITUALITY', 0.05448436], ['HOBBIES AND INTERESTS', 0.0543974], ['SCIENCE', 0.05259138], ['TRAVEL', 0.05256127]]","[['CATS', 0.33], ['CRUISES', 0.12], ['PETS', 0.08], ['TRAVEL', 0.07]]",False,13,0,23:02:07.015873
James meant I by my ship in a ship in James with an cat outside my man with I outside Irene,"[['PETS', 0.06082195], ['HOBBIES AND INTERESTS', 0.05607106], ['RELIGION AND SPIRITUALITY', 0.05586613], ['TRAVEL', 0.0543333], ['ARTS AND ENTERTAINMENT', 0.0517797]]","[['CATS', 0.35], ['CRUISES', 0.13], ['PETS', 0.08], ['TRAVEL', 0.07]]",False,14,0,23:02:10.107035
James meant I by my ship in a ship in James with an telescope outside my man with I outside Irene,"[['RELIGION AND SPIRITUALITY', 0.05753424], ['TRAVEL', 0.05600063], ['SCIENCE', 0.05530918], ['HOBBIES AND INTERESTS', 0.05445383], ['ARTS AND ENTERTAINMENT', 0.0514809]]","[['PROFANE CONTENT', 0.19], ['CRUISES', 0.13], ['TRAVEL', 0.07], ['NON-STANDARD CONTENT', 0.06]]",True,15,1,23:02:13.785735
James meant I by my ship outside a ship in James with an telescope outside my man with I outside Irene,"[['RELIGION AND SPIRITUALITY', 0.05753424], ['TRAVEL', 0.05600063], ['SCIENCE', 0.05530918], ['HOBBIES AND INTERESTS', 0.05445383], ['ARTS AND ENTERTAINMENT', 0.0514809]]","[['PROFANE CONTENT', 0.19], ['CRUISES', 0.13], ['TRAVEL', 0.07], ['NON-STANDARD CONTENT', 0.06]]",True,16,2,23:02:18.366434
James meant I by my ship on a ship in James with an telescope outside my man with I outside Irene,"[['RELIGION AND SPIRITUALITY', 0.05753424], ['TRAVEL', 0.05600063], ['SCIENCE', 0.05530918], ['HOBBIES AND INTERESTS', 0.05445383], ['ARTS AND ENTERTAINMENT', 0.0514809]]","[['PROFANE CONTENT', 0.19], ['CRUISES', 0.13], ['TRAVEL', 0.07], ['NON-STANDARD CONTENT', 0.06]]",True,17,3,23:02:21.751224
James meant I by my ship on a ship in James with an telescope outside my man with James outside Irene,"[['RELIGION AND SPIRITUALITY', 0.05728152], ['TRAVEL', 0.05629069], ['SCIENCE', 0.05511332], ['HOBBIES AND INTERESTS', 0.05444637], ['ARTS AND ENTERTAINMENT', 0.05195445]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['MOVIES', 0.16], ['CRUISES', 0.11], ['TRAVEL', 0.07], ['SPORTS', 0.06]]",True,18,4,23:02:25.159184
James meant I by my ship on a ship in James with an telescope outside an man with James outside Irene,"[['RELIGION AND SPIRITUALITY', 0.05742142], ['TRAVEL', 0.05616049], ['SCIENCE', 0.05530403], ['HOBBIES AND INTERESTS', 0.05444844], ['ARTS AND ENTERTAINMENT', 0.05200916]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['MOVIES', 0.16], ['CRUISES', 0.11], ['TRAVEL', 0.07], ['SPORTS', 0.06]]",True,19,5,23:02:28.571919
James caught I by my ship on a ship in James with an telescope outside an man with James outside Irene,"[['TRAVEL', 0.05833002], ['RELIGION AND SPIRITUALITY', 0.05680834], ['SCIENCE', 0.0550418], ['HOBBIES AND INTERESTS', 0.05289492], ['SPORTS', 0.0505647]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['HUMOR', 0.16], ['CRUISES', 0.11], ['TRAVEL', 0.07], ['SPORTS', 0.06]]",False,20,5,23:02:31.576687
James meant I by my ship on the ship in James with an telescope outside an man with James outside Irene,"[['RELIGION AND SPIRITUALITY', 0.05742142], ['TRAVEL', 0.05616049], ['SCIENCE', 0.05530403], ['HOBBIES AND INTERESTS', 0.05444844], ['ARTS AND ENTERTAINMENT', 0.05200916]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['MOVIES', 0.16], ['CRUISES', 0.11], ['TRAVEL', 0.07], ['SPORTS', 0.06]]",True,21,6,23:02:34.659488
James began I by my ship on the ship in James with an telescope outside an man with James outside Irene,"[['RELIGION AND SPIRITUALITY', 0.05687983], ['TRAVEL', 0.05621283], ['SCIENCE', 0.0547224], ['HOBBIES AND INTERESTS', 0.05361236], ['HEALTH AND FITNESS', 0.0527576]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['FINE ART', 0.16], ['CRUISES', 0.11], ['TRAVEL', 0.07], ['NON-STANDARD CONTENT', 0.06]]",True,22,7,23:02:38.362409
James began I by my ship by the ship in James with an telescope outside an man with James outside Irene,"[['RELIGION AND SPIRITUALITY', 0.05687983], ['TRAVEL', 0.05621283], ['SCIENCE', 0.0547224], ['HOBBIES AND INTERESTS', 0.05361236], ['HEALTH AND FITNESS', 0.0527576]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['FINE ART', 0.16], ['CRUISES', 0.11], ['TRAVEL', 0.07], ['NON-STANDARD CONTENT', 0.06]]",True,23,8,23:02:41.714061
James began I by my ship by the ship in James with an telescope outside an man with Stephen outside Irene,"[['TRAVEL', 0.05713484], ['RELIGION AND SPIRITUALITY', 0.05707329], ['HEALTH AND FITNESS', 0.05559], ['SCIENCE', 0.05426769], ['HOBBIES AND INTERESTS', 0.05251318]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['CRUISES', 0.12], ['TRAVEL', 0.07], ['NON-STANDARD CONTENT', 0.07], ['HOBBIES & INTERESTS', 0.06]]",True,24,9,23:02:44.880622
James began I by my ship by the ship in James with my telescope outside an man with Stephen outside Irene,"[['TRAVEL', 0.05713484], ['RELIGION AND SPIRITUALITY', 0.05707329], ['HEALTH AND FITNESS', 0.05559], ['SCIENCE', 0.05426769], ['HOBBIES AND INTERESTS', 0.05251318]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['CRUISES', 0.12], ['TRAVEL', 0.07], ['NON-STANDARD CONTENT', 0.07], ['HOBBIES & INTERESTS', 0.06]]",True,25,10,23:02:48.162813
James began I by my ship by the ship in James with my telescope outside an mountain with Stephen outside Irene,"[['RELIGION AND SPIRITUALITY', 0.05788963], ['TRAVEL', 0.05480541], ['SPORTS', 0.0545374], ['HEALTH AND FITNESS', 0.0516213], ['HOBBIES AND INTERESTS', 0.05125241]]","[['CRUISES', 0.13], ['TRAVEL', 0.07], ['SPORTS', 0.07], ['HOBBIES & INTERESTS', 0.06], ['BIRDWATCHING', 0.05]]",False,26,10,23:02:51.241536
James caught I by my ship by the ship in James with my telescope outside an man with Stephen outside Irene,"[['TRAVEL', 0.05931042], ['RELIGION AND SPIRITUALITY', 0.0570243], ['SCIENCE', 0.05460622], ['HOBBIES AND INTERESTS', 0.05183113], ['HEALTH AND FITNESS', 0.04994627]]","[['PROFANE CONTENT', 0.19], ['CRUISES', 0.12], ['TRAVEL', 0.07], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06]]",True,27,11,23:02:54.804070
James caught I by my ship by the ship in James on my telescope outside an man with Stephen outside Irene,"[['TRAVEL', 0.05931042], ['RELIGION AND SPIRITUALITY', 0.0570243], ['SCIENCE', 0.05460622], ['HOBBIES AND INTERESTS', 0.05183113], ['HEALTH AND FITNESS', 0.04994627]]","[['PROFANE CONTENT', 0.19], ['CRUISES', 0.12], ['TRAVEL', 0.07], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06]]",True,28,12,23:02:57.999343
James caught I by my ship by the ship in James on my telescope outside an man with Irene outside Irene,"[['TRAVEL', 0.05834333], ['RELIGION AND SPIRITUALITY', 0.0568213], ['SCIENCE', 0.05505436], ['HOBBIES AND INTERESTS', 0.05290698], ['SPORTS', 0.05057623]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CRUISES', 0.09], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['NON-STANDARD CONTENT', 0.06]]",True,29,13,23:03:01.685203
James caught I by my ship by the ship in James with my telescope outside an man with Irene outside Irene,"[['TRAVEL', 0.05834333], ['RELIGION AND SPIRITUALITY', 0.0568213], ['SCIENCE', 0.05505436], ['HOBBIES AND INTERESTS', 0.05290698], ['SPORTS', 0.05057623]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CRUISES', 0.09], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['NON-STANDARD CONTENT', 0.06]]",True,30,14,23:03:05.356915
James meant I by my ship by the ship in James with my telescope outside an man with Irene outside Irene,"[['RELIGION AND SPIRITUALITY', 0.05743581], ['TRAVEL', 0.05617457], ['SCIENCE', 0.05531789], ['HOBBIES AND INTERESTS', 0.05446209], ['ARTS AND ENTERTAINMENT', 0.05226072]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CRUISES', 0.09], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['NON-STANDARD CONTENT', 0.06]]",True,31,15,23:03:08.775901
James caught I by my ship by the ship in James with my telescope outside an man with Irene outside Irene,"[['TRAVEL', 0.05834333], ['RELIGION AND SPIRITUALITY', 0.0568213], ['SCIENCE', 0.05505436], ['HOBBIES AND INTERESTS', 0.05290698], ['SPORTS', 0.05057623]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CRUISES', 0.09], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['NON-STANDARD CONTENT', 0.06]]",True,31,15,23:03:12.741660
James caught I by my ship by the ship in James with my telescope outside my man with Irene outside Irene,"[['TRAVEL', 0.05847605], ['RELIGION AND SPIRITUALITY', 0.0566804], ['SCIENCE', 0.05486213], ['HOBBIES AND INTERESTS', 0.05290268], ['SPORTS', 0.05126907]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CRUISES', 0.09], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['NON-STANDARD CONTENT', 0.06]]",True,32,16,23:03:16.442308
James caught I by my ship by the ship in James with my telescope outside my man in Irene outside Irene,"[['TRAVEL', 0.05847605], ['RELIGION AND SPIRITUALITY', 0.0566804], ['SCIENCE', 0.05486213], ['HOBBIES AND INTERESTS', 0.05290268], ['SPORTS', 0.05126907]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CRUISES', 0.09], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['NON-STANDARD CONTENT', 0.06]]",True,33,17,23:03:20.111066
James caught I by my ship by the ship in James with my mountain outside my man in Irene outside Irene,"[['SPORTS', 0.06824309], ['RELIGION AND SPIRITUALITY', 0.05914916], ['TRAVEL', 0.05803713], ['HOBBIES AND INTERESTS', 0.05298879], ['ARTS AND ENTERTAINMENT', 0.05000449]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CRUISES', 0.1], ['TRAVEL', 0.07], ['SPORTS', 0.07], ['HOBBIES & INTERESTS', 0.06]]",False,34,17,23:03:23.550046
James caught I by my ship by the ship in James with my telescope outside my pajamas in Irene outside Irene,"[['TRAVEL', 0.05690115], ['RELIGION AND SPIRITUALITY', 0.05577218], ['SCIENCE', 0.05211122], ['HOBBIES AND INTERESTS', 0.05205776], ['FOOD AND DRINK', 0.05066825]]","[['CRUISES', 0.09], ['HOBBIES & INTERESTS', 0.07], ['TRAVEL', 0.06], ['SPORTS', 0.05], ['BEADWORK', 0.05]]",True,35,18,23:03:27.477617
James caught I by my ship by the ship in James with my telescope outside my pajamas in Stephen outside Irene,"[['TRAVEL', 0.0578426], ['RELIGION AND SPIRITUALITY', 0.05596975], ['SCIENCE', 0.05168548], ['HOBBIES AND INTERESTS', 0.05099763], ['FOOD AND DRINK', 0.05067245]]","[['CRUISES', 0.11], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06], ['BEADWORK', 0.05]]",True,36,19,23:03:30.574280
James caught I by my ship by the ship in James in my telescope outside my pajamas in Stephen outside Irene,"[['TRAVEL', 0.0578426], ['RELIGION AND SPIRITUALITY', 0.05596975], ['SCIENCE', 0.05168548], ['HOBBIES AND INTERESTS', 0.05099763], ['FOOD AND DRINK', 0.05067245]]","[['CRUISES', 0.11], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06], ['BEADWORK', 0.05]]",True,37,20,23:03:33.587406
James caught I by my ship by the ship in James in my telescope outside my pajamas in Stephen by Irene,"[['TRAVEL', 0.0578426], ['RELIGION AND SPIRITUALITY', 0.05596975], ['SCIENCE', 0.05168548], ['HOBBIES AND INTERESTS', 0.05099763], ['FOOD AND DRINK', 0.05067245]]","[['CRUISES', 0.11], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06], ['BEADWORK', 0.05]]",True,38,21,23:03:36.478117
James caught I by my ship by the ship in James in my telescope outside a pajamas in Stephen by Irene,"[['TRAVEL', 0.0576628], ['RELIGION AND SPIRITUALITY', 0.0560617], ['SCIENCE', 0.05175612], ['HOBBIES AND INTERESTS', 0.05095891], ['FOOD AND DRINK', 0.0506928]]","[['CRUISES', 0.11], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06], ['BEADWORK', 0.05]]",True,39,22,23:03:39.847790
James caught I on my ship by the ship in James in my telescope outside a pajamas in Stephen by Irene,"[['TRAVEL', 0.0576628], ['RELIGION AND SPIRITUALITY', 0.0560617], ['SCIENCE', 0.05175612], ['HOBBIES AND INTERESTS', 0.05095891], ['FOOD AND DRINK', 0.0506928]]","[['CRUISES', 0.11], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06], ['BEADWORK', 0.05]]",True,40,23,23:03:42.881030
James caught I on my ship by the ship in James in my telescope outside a pajamas in I by Irene,"[['TRAVEL', 0.05672233], ['RELIGION AND SPIRITUALITY', 0.05586189], ['SCIENCE', 0.05218065], ['HOBBIES AND INTERESTS', 0.05201644], ['FOOD AND DRINK', 0.05068686]]","[['CRUISES', 0.12], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['BEADWORK', 0.05]]",True,41,24,23:03:46.542738
James caught I on my ship by the ship in James in my monkey outside a pajamas in I by Irene,"[['TRAVEL', 0.0586667], ['RELIGION AND SPIRITUALITY', 0.05607052], ['HOBBIES AND INTERESTS', 0.05309878], ['SPORTS', 0.05084485], ['FOOD AND DRINK', 0.05018133]]","[['CRUISES', 0.12], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['BEADWORK', 0.05]]",True,42,25,23:03:50.221301
James caught I on my ship by my ship in James in my monkey outside a pajamas in I by Irene,"[['TRAVEL', 0.05856881], ['RELIGION AND SPIRITUALITY', 0.05605666], ['HOBBIES AND INTERESTS', 0.05308565], ['SPORTS', 0.05083227], ['FOOD AND DRINK', 0.05016893]]","[['CRUISES', 0.12], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06], ['BEADWORK', 0.05]]",True,43,26,23:03:53.104920
James caught I on my monkey by my ship in James in my monkey outside a pajamas in I by Irene,"[['TRAVEL', 0.0586667], ['RELIGION AND SPIRITUALITY', 0.05607052], ['HOBBIES AND INTERESTS', 0.05309878], ['SPORTS', 0.05084485], ['FOOD AND DRINK', 0.05018133]]","[['CELEBRITY FAN/GOSSIP', 0.17], ['HOBBIES & INTERESTS', 0.07], ['ARTS & ENTERTAINMENT', 0.06], ['SPORTS', 0.06], ['BEADWORK', 0.05]]",True,44,27,23:03:56.044362
James built I on my monkey by my ship in James in my monkey outside a pajamas in I by Irene,"[['TRAVEL', 0.06047549], ['RELIGION AND SPIRITUALITY', 0.05541738], ['HOBBIES AND INTERESTS', 0.05524311], ['AUTOMOTIVE', 0.05378155], ['TECHNOLOGY AND COMPUTING', 0.05200659]]","[['HOME REPAIR', 0.21], ['HUMOR', 0.15], ['HOBBIES & INTERESTS', 0.06], ['ARTS & ENTERTAINMENT', 0.06], ['SPORTS', 0.05]]",True,45,28,23:03:59.840297
James built I on my monkey by my ship in James in my monkey outside a pajamas in Irene by Irene,"[['TRAVEL', 0.06047549], ['RELIGION AND SPIRITUALITY', 0.05541738], ['HOBBIES AND INTERESTS', 0.05524311], ['AUTOMOTIVE', 0.05378155], ['TECHNOLOGY AND COMPUTING', 0.05200659]]","[['CELEBRITY FAN/GOSSIP', 0.16], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.05], ['BEADWORK', 0.05], ['ARTS & ENTERTAINMENT', 0.05]]",True,46,29,23:04:03.126831
James built I on my monkey by my ship in James in an monkey outside a pajamas in Irene by Irene,"[['TRAVEL', 0.06047549], ['RELIGION AND SPIRITUALITY', 0.05541738], ['HOBBIES AND INTERESTS', 0.05524311], ['AUTOMOTIVE', 0.05378155], ['TECHNOLOGY AND COMPUTING', 0.05200659]]","[['CELEBRITY FAN/GOSSIP', 0.16], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.05], ['BEADWORK', 0.05], ['ARTS & ENTERTAINMENT', 0.05]]",True,47,30,23:04:06.440711
James built I on my monkey by my ship in James in an monkey outside a country in Irene by Irene,"[['TRAVEL', 0.06552731], ['AUTOMOTIVE', 0.05715959], ['HOBBIES AND INTERESTS', 0.05432162], ['RELIGION AND SPIRITUALITY', 0.05317395], ['HOME AND GARDEN', 0.04991441]]","[['HOME REPAIR', 0.22], ['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.21], ['FINE ART', 0.15], ['UNITED KINGDOM', 0.06], ['HOBBIES & INTERESTS', 0.06]]",True,48,31,23:04:09.568147
James built I on my monkey by my ship in James in an monkey outside a country in Stephen by Irene,"[['TRAVEL', 0.06660198], ['AUTOMOTIVE', 0.05680804], ['RELIGION AND SPIRITUALITY', 0.05335471], ['HOBBIES AND INTERESTS', 0.05320781], ['HOME AND GARDEN', 0.04936673]]","[['COPYRIGHT INFRINGEMENT', 0.37], ['HOME REPAIR', 0.21], ['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.21], ['BOOKS & LITERATURE', 0.16], ['OFF-ROAD VEHICLES', 0.08]]",True,49,32,23:04:12.926531
James built I on my monkey by an ship in James in an monkey outside a country in Stephen by Irene,"[['TRAVEL', 0.06660198], ['AUTOMOTIVE', 0.05680804], ['RELIGION AND SPIRITUALITY', 0.05335471], ['HOBBIES AND INTERESTS', 0.05320781], ['HOME AND GARDEN', 0.04936673]]","[['COPYRIGHT INFRINGEMENT', 0.37], ['HOME REPAIR', 0.21], ['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.21], ['BOOKS & LITERATURE', 0.16], ['OFF-ROAD VEHICLES', 0.08]]",True,50,33,23:04:16.974297
James heard I on my monkey by an ship in James in an monkey outside a country in Stephen by Irene,"[['TRAVEL', 0.06458924], ['RELIGION AND SPIRITUALITY', 0.05425829], ['AUTOMOTIVE', 0.05378603], ['HEALTH AND FITNESS', 0.05273964], ['HOBBIES AND INTERESTS', 0.05184304]]","[['COPYRIGHT INFRINGEMENT', 0.36], ['HOME REPAIR', 0.22], ['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['HUMOR', 0.16], ['OFF-ROAD VEHICLES', 0.09]]",True,51,34,23:04:20.071600
