the fish near Mark viewed the giraffe with my man near my binoculars by Elise,"[['SPORTS', 0.05472054], ['RELIGION AND SPIRITUALITY', 0.05453869], ['PETS', 0.05429279], ['TRAVEL', 0.05267707], ['SOCIETY', 0.05161862]]","[['SOCIETY', 0.996358], ['SPORTS', 0.00119433], ['HOBBIES AND INTERESTS', 0.000990251], ['TECHNOLOGY AND COMPUTING', 0.00085151], ['PETS', 1.35433e-05]]",False,1,0,18:27:59.098235
the fish near Mark injured the giraffe with my man near my binoculars by Elise,"[['PETS', 0.05509324], ['SPORTS', 0.05501172], ['RELIGION AND SPIRITUALITY', 0.05434429], ['TRAVEL', 0.05092191], ['SOCIETY', 0.05087811]]","[['SOCIETY', 0.988132], ['TECHNOLOGY AND COMPUTING', 0.00516418], ['SPORTS', 0.00461145], ['HOBBIES AND INTERESTS', 0.000220233], ['PETS', 3.97588e-05]]",False,2,0,18:28:05.187725
an fish near Mark injured the giraffe with my man near my binoculars by Elise,"[['PETS', 0.05509324], ['SPORTS', 0.05501172], ['RELIGION AND SPIRITUALITY', 0.05434429], ['TRAVEL', 0.05092191], ['SOCIETY', 0.05087811]]","[['SOCIETY', 0.992645], ['TECHNOLOGY AND COMPUTING', 0.00376838], ['SPORTS', 0.00349202], ['HOBBIES AND INTERESTS', 4.30494e-05], ['PETS', 2.06396e-05]]",False,3,0,18:28:10.487222
an fish near Mark injured the giraffe with my man with my binoculars by Elise,"[['PETS', 0.05517003], ['SPORTS', 0.0550818], ['RELIGION AND SPIRITUALITY', 0.05408323], ['SOCIETY', 0.05069097], ['TRAVEL', 0.05058637]]","[['SOCIETY', 0.999738], ['SPORTS', 0.000253894], ['HOBBIES AND INTERESTS', 3.07662e-06], ['PETS', 1.74513e-06], ['SCIENCE', 1.18253e-06]]",False,4,0,18:28:15.200111
an fish near Mark injured the giraffe with my man with the binoculars by Elise,"[['PETS', 0.05516527], ['SPORTS', 0.05516231], ['RELIGION AND SPIRITUALITY', 0.05408572], ['SOCIETY', 0.05080153], ['TRAVEL', 0.05058201]]","[['SOCIETY', 0.998798], ['SPORTS', 0.00112744], ['HOBBIES AND INTERESTS', 5.25802e-05], ['PETS', 5.72914e-06], ['SCIENCE', 1.73242e-06]]",False,5,0,18:28:20.099737
an fish near Mark injured the giraffe with my man with the binoculars by Steve,"[['SPORTS', 0.06185759], ['PETS', 0.05441542], ['RELIGION AND SPIRITUALITY', 0.05243999], ['HEALTH AND FITNESS', 0.0516662], ['HOBBIES AND INTERESTS', 0.05008378]]","[['SPORTS', 0.991923], ['HOBBIES AND INTERESTS', 0.00212153], ['PETS', 0.00101765], ['SCIENCE', 8.71469e-05], ['NON STANDARD CONTENT', 1.40896e-05]]",False,6,0,18:28:25.194562
an fish near Mark injured the giraffe in my man with the binoculars by Steve,"[['SPORTS', 0.06185759], ['PETS', 0.05441542], ['RELIGION AND SPIRITUALITY', 0.05243999], ['HEALTH AND FITNESS', 0.0516662], ['HOBBIES AND INTERESTS', 0.05008378]]","[['SPORTS', 0.995065], ['PETS', 0.000996087], ['HOBBIES AND INTERESTS', 0.000518201], ['STYLE AND FASHION', 7.4259e-06], ['SCIENCE', 5.02643e-06]]",False,7,0,18:28:29.983066
an fish near Mark injured the giraffe in my man with the binoculars by Mark,"[['SPORTS', 0.05546838], ['PETS', 0.05505309], ['RELIGION AND SPIRITUALITY', 0.05402461], ['TRAVEL', 0.05137969], ['SOCIETY', 0.05059526]]","[['SPORTS', 0.98587], ['HOBBIES AND INTERESTS', 0.00482781], ['PETS', 0.00141403], ['PERSONAL FINANCE', 0.000189341], ['STYLE AND FASHION', 0.000147154]]",False,8,0,18:28:34.747087
an fish near Mark injured the giraffe in my man with the binoculars with Mark,"[['SPORTS', 0.05546838], ['PETS', 0.05505309], ['RELIGION AND SPIRITUALITY', 0.05402461], ['TRAVEL', 0.05137969], ['SOCIETY', 0.05059526]]","[['SPORTS', 0.986955], ['PETS', 0.00184167], ['HOBBIES AND INTERESTS', 0.000943149], ['SCIENCE', 0.000107592], ['PERSONAL FINANCE', 7.42081e-05]]",False,9,0,18:28:40.169795
an fish near Elise injured the giraffe in my man with the binoculars with Mark,"[['PETS', 0.05516527], ['SPORTS', 0.05516231], ['RELIGION AND SPIRITUALITY', 0.05408572], ['SOCIETY', 0.05080153], ['TRAVEL', 0.05058201]]","[['SPORTS', 0.871464], ['AUTOMOTIVE', 0.102014], ['HOBBIES AND INTERESTS', 0.0112938], ['PETS', 0.00577435], ['HEALTH AND FITNESS', 5.45171e-05]]",False,10,0,18:28:46.089893
