James built Stephen by a ship by an man with James by an cat with an tree with James outside Irene,"['NEUTRAL', 0.61964442]","['NEUTRAL', 0.10000000149011612]",False,1,0,23:09:51.356576
James built Stephen by a ship by an man with James by an cat with my tree with James outside Irene,"['NEUTRAL', 0.57059299]","['NEUTRAL', 0.10000000149011612]",False,2,0,23:09:55.856801
James built Stephen by a ship by an man with Stephen by an cat with my tree with James outside Irene,"['NEUTRAL', 0.57059299]","['NEUTRAL', 0.10000000149011612]",False,3,0,23:10:00.667498
James built Stephen outside a ship by an man with Stephen by an cat with my tree with James outside Irene,"['NEUTRAL', 0.57059299]","['NEUTRAL', 0.0]",False,4,0,23:10:05.710807
James meant Stephen outside a ship by an man with Stephen by an cat with my tree with James outside Irene,"['NEUTRAL', 0.52265148]","['NEUTRAL', 0.0]",False,5,0,23:10:10.299265
James meant Stephen outside a ship outside an man with Stephen by an cat with my tree with James outside Irene,"['NEUTRAL', 0.52265148]","['NEUTRAL', 0.0]",False,6,0,23:10:14.082478
James meant Stephen outside a ship outside an mountain with Stephen by an cat with my tree with James outside Irene,"['NEUTRAL', 0.48925109]","['NEUTRAL', 0.0]",False,7,0,23:10:17.065149
James meant Stephen outside a ship outside an mountain with Stephen by an cat with my tree with James by Irene,"['NEUTRAL', 0.48925109]","['NEUTRAL', 0.0]",False,8,0,23:10:20.633920
James meant Stephen on a ship outside an mountain with Stephen by an cat with my tree with James by Irene,"['NEUTRAL', 0.48925109]","['NEUTRAL', 0.10000000149011612]",False,9,0,23:10:25.249557
James meant Stephen on a ship outside an mountain with Stephen with an cat with my tree with James by Irene,"['NEUTRAL', 0.48925109]","['NEUTRAL', 0.10000000149011612]",False,10,0,23:10:30.021197
James began Stephen on a ship outside an mountain with Stephen with an cat with my tree with James by Irene,"['NEUTRAL', 0.43216517]","['NEUTRAL', 0.10000000149011612]",False,11,0,23:10:34.255140
James began Stephen with a ship outside an mountain with Stephen with an cat with my tree with James by Irene,"['NEUTRAL', 0.43216517]","['NEUTRAL', 0.0]",False,12,0,23:10:38.910190
James began Stephen with an ship outside an mountain with Stephen with an cat with my tree with James by Irene,"['NEUTRAL', 0.43216517]","['NEUTRAL', 0.0]",False,13,0,23:10:41.712631
James began Stephen with an ship outside an mountain with Stephen with an mountain with my tree with James by Irene,"['NEUTRAL', 0.398582]","['NEUTRAL', 0.0]",False,14,0,23:10:46.399758
Stephen began Stephen with an ship outside an mountain with Stephen with an mountain with my tree with James by Irene,"['NEUTRAL', 0.398582]","['NEUTRAL', 0.0]",False,15,0,23:10:50.844699
Stephen began Stephen with an ship outside an mountain with I with an mountain with my tree with James by Irene,"['NEUTRAL', 0.38160767]","['NEUTRAL', 0.10000000149011612]",False,16,0,23:10:54.633378
Stephen began Stephen with an telescope outside an mountain with I with an mountain with my tree with James by Irene,"['NEUTRAL', 0.35536416]","['NEUTRAL', 0.20000000298023224]",False,17,0,23:10:58.528485
Stephen began Stephen with the telescope outside an mountain with I with an mountain with my tree with James by Irene,"['NEUTRAL', 0.35536416]","['POSITIVE', 0.30000001192092896]",True,18,1,23:11:01.954362
Stephen heard Stephen with the telescope outside an mountain with I with an mountain with my tree with James by Irene,"['NEUTRAL', 0.39514864]","['NEUTRAL', 0.20000000298023224]",False,19,1,23:11:04.845557
Stephen began Stephen with the telescope on an mountain with I with an mountain with my tree with James by Irene,"['NEUTRAL', 0.38267003]","['POSITIVE', 0.30000001192092896]",True,20,2,23:11:09.474984
Stephen began Stephen with the cat on an mountain with I with an mountain with my tree with James by Irene,"['NEUTRAL', 0.39470194]","['POSITIVE', 0.30000001192092896]",True,21,3,23:11:12.052205
Stephen meant Stephen with the cat on an mountain with I with an mountain with my tree with James by Irene,"['NEUTRAL', 0.4490886]","['NEUTRAL', 0.20000000298023224]",False,22,3,23:11:15.499161
Stephen began Stephen with the cat on an mountain with I with an mountain with my mountain with James by Irene,"['POSITIVE', 0.34956454]","['POSITIVE', 0.30000001192092896]",False,23,3,23:11:19.602211
Stephen began Stephen with the cat on an mountain with I with an mountain with my tree with Stephen by Irene,"['NEUTRAL', 0.56507456]","['POSITIVE', 0.30000001192092896]",True,24,4,23:11:23.711339
Stephen began Stephen with the ship on an mountain with I with an mountain with my tree with Stephen by Irene,"['NEUTRAL', 0.58221176]","['POSITIVE', 0.30000001192092896]",True,25,5,23:11:26.529659
Stephen began Stephen with the ship on an mountain with I with an mountain with my tree with Stephen outside Irene,"['NEUTRAL', 0.5496934]","['NEUTRAL', 0.20000000298023224]",False,26,5,23:11:30.146532
Stephen began Stephen with the ship on an ship with I with an mountain with my tree with Stephen by Irene,"['NEUTRAL', 0.58221176]","['NEUTRAL', 0.20000000298023224]",False,27,5,23:11:33.756433
Stephen began Stephen with the ship on an mountain with I with an mountain with an tree with Stephen by Irene,"['NEUTRAL', 0.63131517]","['NEUTRAL', 0.20000000298023224]",False,28,5,23:11:37.433870
Stephen began Stephen with the ship on an mountain with I with an mountain with my cat with Stephen by Irene,"['NEUTRAL', 0.55192589]","['POSITIVE', 0.30000001192092896]",True,29,6,23:11:42.247405
Stephen began Irene with the ship on an mountain with I with an mountain with my cat with Stephen by Irene,"['NEUTRAL', 0.55192589]","['POSITIVE', 0.30000001192092896]",True,30,7,23:11:45.949028
Stephen began Irene with the ship on an mountain with I outside an mountain with my cat with Stephen by Irene,"['NEUTRAL', 0.51820286]","['POSITIVE', 0.30000001192092896]",True,31,8,23:11:49.481339
Stephen began Irene with the ship on an mountain with I outside an mountain with my cat with James by Irene,"['NEGATIVE', 0.36038276]","['NEUTRAL', 0.20000000298023224]",True,32,9,23:11:52.983121
Stephen began Irene outside the ship on an mountain with I outside an mountain with my cat with James by Irene,"['NEGATIVE', 0.36038276]","['NEUTRAL', 0.20000000298023224]",True,33,10,23:11:56.576284
Stephen fought Irene outside the ship on an mountain with I outside an mountain with my cat with James by Irene,"['NEUTRAL', 0.37601844]","['NEUTRAL', 0.20000000298023224]",False,34,10,23:11:59.369508
Stephen began Stephen outside the ship on an mountain with I outside an mountain with my cat with James by Irene,"['NEGATIVE', 0.36038276]","['NEUTRAL', 0.10000000149011612]",True,35,11,23:12:03.064551
Stephen began Stephen outside the ship on an mountain with I outside an mountain with the cat with James by Irene,"['NEUTRAL', 0.40211946]","['NEUTRAL', 0.10000000149011612]",False,36,11,23:12:07.202819
Stephen began Stephen outside the ship on an man with I outside an mountain with my cat with James by Irene,"['NEUTRAL', 0.39500328]","['NEUTRAL', 0.0]",False,37,11,23:12:11.035965
Stephen began Stephen outside the ship on an mountain with I outside a mountain with my cat with James by Irene,"['NEGATIVE', 0.36038276]","['NEUTRAL', 0.10000000149011612]",True,38,12,23:12:15.163386
Stephen began Stephen outside the ship on the mountain with I outside a mountain with my cat with James by Irene,"['NEGATIVE', 0.36038276]","['NEUTRAL', 0.10000000149011612]",True,39,13,23:12:17.707718
Stephen began Stephen outside the ship on the mountain with I outside a mountain with an cat with James by Irene,"['NEUTRAL', 0.40211946]","['NEUTRAL', 0.10000000149011612]",False,40,13,23:12:20.761021
Stephen began Stephen outside the ship on the mountain with I outside a mountain with my cat with Stephen by Irene,"['NEUTRAL', 0.51820286]","['NEUTRAL', 0.10000000149011612]",False,41,13,23:12:24.754184
Stephen began Stephen outside the ship on the mountain with I outside a tree with my cat with James by Irene,"['NEUTRAL', 0.41423207]","['NEUTRAL', 0.10000000149011612]",False,42,13,23:12:27.824174
Stephen built Stephen outside the ship on the mountain with I outside a mountain with my cat with James by Irene,"['NEUTRAL', 0.45549662]","['NEUTRAL', 0.10000000149011612]",False,43,13,23:12:31.247514
Stephen began Stephen outside the ship on the monkey with I outside a mountain with my cat with James by Irene,"['NEGATIVE', 0.35567629]","['NEUTRAL', 0.10000000149011612]",True,44,14,23:12:35.710034
Stephen fought Stephen outside the ship on the monkey with I outside a mountain with my cat with James by Irene,"['NEUTRAL', 0.37660938]","['NEUTRAL', 0.20000000298023224]",False,45,14,23:12:38.338189
Stephen began Stephen outside the ship on the monkey with I outside my mountain with my cat with James by Irene,"['NEGATIVE', 0.35567629]","['NEUTRAL', 0.10000000149011612]",True,46,15,23:12:41.999339
Stephen began James outside the ship on the monkey with I outside my mountain with my cat with James by Irene,"['NEGATIVE', 0.35567629]","['NEUTRAL', 0.0]",True,47,16,23:12:45.506623
Stephen began James outside the ship on the monkey with I outside my pajamas with my cat with James by Irene,"['NEGATIVE', 0.39029327]","['NEUTRAL', 0.0]",True,48,17,23:12:48.975095
