Gary disabled a salmon near Gemma near Gemma in the owl near a park inside the park,"[['HEALTH AND FITNESS', 0.06288927], ['TRAVEL', 0.06072464], ['SPORTS', 0.05448086], ['ARTS AND ENTERTAINMENT', 0.04866266], ['FAMILY AND PARENTING', 0.0473172]]","[['NATIONAL PARKS', 0.38], ['TRAVEL', 0.08]]",False,1,0,14:07:59.363061
Gary disabled a salmon near Gemma near Gemma in the owl near a river inside the park,"[['TRAVEL', 0.06891426], ['HEALTH AND FITNESS', 0.06109585], ['SPORTS', 0.0586296], ['ARTS AND ENTERTAINMENT', 0.04757152], ['REAL ESTATE', 0.04747317]]","[['NATIONAL PARKS', 0.19], ['HOME REPAIR', 0.19], ['FLY FISHING', 0.08], ['TRAVEL', 0.07], ['HOBBIES & INTERESTS', 0.06]]",False,2,0,14:08:02.697396
Gary disabled a salmon near I near Gemma in the owl near a river inside the park,"[['TRAVEL', 0.06908748], ['SPORTS', 0.06231922], ['HEALTH AND FITNESS', 0.05980637], ['HOBBIES AND INTERESTS', 0.04871183], ['ARTS AND ENTERTAINMENT', 0.04844836]]","[['NATIONAL PARKS', 0.27], ['TRAVEL', 0.07], ['BIRDWATCHING', 0.06], ['HOBBIES & INTERESTS', 0.06]]",False,3,0,14:08:05.709843
Gary disabled a salmon near I near Gemma in the gibbon near a river inside the park,"[['TRAVEL', 0.06764774], ['SPORTS', 0.06222643], ['HEALTH AND FITNESS', 0.05986495], ['HOBBIES AND INTERESTS', 0.04831365], ['FOOD AND DRINK', 0.0481762]]","[['NATIONAL PARKS', 0.26], ['HOME REPAIR', 0.19], ['FLY FISHING', 0.11], ['TRAVEL', 0.07], ['BIRDWATCHING', 0.06]]",False,4,0,14:08:08.527370
Gary disabled a salmon near I near I in the gibbon near a river inside the park,"[['TRAVEL', 0.068018], ['SPORTS', 0.06238145], ['HEALTH AND FITNESS', 0.06014802], ['FOOD AND DRINK', 0.04826213], ['HOBBIES AND INTERESTS', 0.04800487]]","[['NATIONAL PARKS', 0.3], ['FLY FISHING', 0.13], ['TRAVEL', 0.07], ['BIRDWATCHING', 0.07], ['SPORTS', 0.06]]",False,5,0,14:08:11.616343
Gary disabled a salmon near I near I in an gibbon near a river inside the park,"[['TRAVEL', 0.068018], ['SPORTS', 0.06238145], ['HEALTH AND FITNESS', 0.06014802], ['FOOD AND DRINK', 0.04826213], ['HOBBIES AND INTERESTS', 0.04800487]]","[['NATIONAL PARKS', 0.3], ['FLY FISHING', 0.13], ['TRAVEL', 0.07], ['BIRDWATCHING', 0.07], ['SPORTS', 0.06]]",False,6,0,14:08:14.647936
Gary disabled a salmon near Gary near I in an gibbon near a river inside the park,"[['TRAVEL', 0.068018], ['SPORTS', 0.06238145], ['HEALTH AND FITNESS', 0.06014802], ['FOOD AND DRINK', 0.04826213], ['HOBBIES AND INTERESTS', 0.04800487]]","[['NATIONAL PARKS', 0.24], ['HOME REPAIR', 0.19], ['FLY FISHING', 0.1], ['TRAVEL', 0.07], ['BIRDWATCHING', 0.06]]",False,7,0,14:08:17.535375
Gary grabbed a salmon near Gary near I in an gibbon near a river inside the park,"[['TRAVEL', 0.06880953], ['SPORTS', 0.0628438], ['HOBBIES AND INTERESTS', 0.04842995], ['FOOD AND DRINK', 0.04819295], ['HEALTH AND FITNESS', 0.04801968]]","[['NATIONAL PARKS', 0.23], ['LANDSCAPING', 0.18], ['FLY FISHING', 0.1], ['HOBBIES & INTERESTS', 0.07], ['BIRDWATCHING', 0.06]]",True,8,1,14:08:20.518280
Gary apprehended a salmon near Gary near I in an gibbon near a river inside the park,"[['TRAVEL', 0.06929884], ['SPORTS', 0.0633309], ['HOBBIES AND INTERESTS', 0.0483028], ['FOOD AND DRINK', 0.04826545], ['ARTS AND ENTERTAINMENT', 0.04788856]]","[['NATIONAL PARKS', 0.22], ['LANDSCAPING', 0.18], ['FLY FISHING', 0.09], ['HOBBIES & INTERESTS', 0.07], ['BIRDWATCHING', 0.06]]",True,9,2,14:08:23.458821
Gary apprehended an salmon near Gary near I in an gibbon near a river inside the park,"[['TRAVEL', 0.06929884], ['SPORTS', 0.0633309], ['HOBBIES AND INTERESTS', 0.0483028], ['FOOD AND DRINK', 0.04826545], ['ARTS AND ENTERTAINMENT', 0.04788856]]","[['NATIONAL PARKS', 0.22], ['LANDSCAPING', 0.18], ['FLY FISHING', 0.09], ['HOBBIES & INTERESTS', 0.07], ['BIRDWATCHING', 0.06]]",True,10,3,14:08:26.575116
